Date,Revenue,Orders,Expenses
2052-09-28,11277,454,39926
2052-09-29,7260,320,7146
2052-09-30,48907,180,22015
2052-10-01,5347,434,33762
2052-10-02,29741,446,8440
2052-10-03,42211,345,22773
2052-10-04,48856,432,15268
2052-10-05,46542,561,28790
2052-10-06,11869,444,22945
2052-10-07,33082,309,24925
2052-10-08,27080,330,10658
2052-10-09,33979,405,28191
2052-10-10,24422,469,10421
2052-10-11,40613,241,12322
2052-10-12,27993,477,25014
2052-10-13,17386,397,8355
2052-10-14,39033,478,12713
2052-10-15,17938,441,23835
2052-10-16,16159,390,38432
2052-10-17,7274,596,27879
2052-10-18,23854,451,13086
2052-10-19,36815,96,37283
2052-10-20,15482,474,3583
2052-10-21,23961,566,34860
2052-10-22,25044,377,29622
2052-10-23,38836,136,33173
2052-10-24,26975,564,19255
2052-10-25,19706,214,7459
2052-10-26,10974,272,24949
2052-10-27,15928,346,4968
2052-10-28,26213,500,38299
2052-10-29,6950,392,32621
2052-10-30,24477,390,11955
2052-10-31,15411,510,30254
2052-11-01,26695,441,31387
2052-11-02,22771,586,34084
2052-11-03,9274,470,3901
2052-11-04,40053,430,33905
2052-11-05,12045,54,29094
2052-11-06,34714,53,39024
2052-11-07,39386,365,33999
2052-11-08,48747,127,4693
2052-11-09,13562,580,37897
2052-11-10,32759,404,39779
2052-11-11,17026,82,4365
2052-11-12,45611,188,11387
2052-11-13,36589,321,9203
2052-11-14,47663,245,35918
2052-11-15,36738,176,8180
2052-11-16,31844,398,33342
2052-11-17,28447,93,36098
2052-11-18,29879,293,30686
2052-11-19,16966,58,10400
2052-11-20,22732,128,30817
2052-11-21,10289,239,13587
2052-11-22,25012,135,37812
2052-11-23,23812,534,25938
2052-11-24,40801,320,22983
2052-11-25,46628,562,26425
2052-11-26,45581,69,8010
2052-11-27,28092,538,10848
2052-11-28,30105,179,25029
2052-11-29,19294,56,19190
2052-11-30,8621,359,35026
2052-12-01,37442,522,20959
2052-12-02,26699,151,8754
2052-12-03,7347,387,5213
2052-12-04,34486,368,12855
2052-12-05,22110,562,11555
2052-12-06,9923,74,8544
2052-12-07,20611,479,24137
2052-12-08,24199,192,39400
2052-12-09,14066,198,8588
2052-12-10,41047,104,28850
2052-12-11,31754,520,12637
2052-12-12,41575,412,7827
2052-12-13,29260,258,30533
2052-12-14,21991,234,14648
2052-12-15,27553,114,18738
2052-12-16,29174,598,16539
2052-12-17,26957,161,13357
2052-12-18,5634,312,28585
2052-12-19,34881,125,18594
2052-12-20,17771,345,7617
2052-12-21,23298,227,13687
2052-12-22,19340,50,9796
2052-12-23,38356,197,9747
2052-12-24,40999,178,10936
2052-12-25,11351,562,35293
2052-12-26,8838,551,20142
2052-12-27,6973,198,37047
2052-12-28,42812,318,15696
2052-12-29,15247,154,16097
2052-12-30,49440,515,9228
2052-12-31,36655,330,31149
2053-01-01,48039,456,17141
2053-01-02,11683,407,23354
2053-01-03,16244,252,4526
2053-01-04,34058,330,35958
2053-01-05,44551,306,4873
2053-01-06,43362,143,10958
2053-01-07,33371,373,14207
2053-01-08,8822,411,10368
2053-01-09,33878,400,10489
2053-01-10,41157,111,27833
2053-01-11,10914,236,11346
2053-01-12,23164,591,23286
2053-01-13,32180,353,21796
2053-01-14,8688,485,6160
2053-01-15,19683,262,31181
2053-01-16,18080,455,6371
2053-01-17,35953,183,39119
2053-01-18,14916,268,36228
2053-01-19,34677,470,5117
2053-01-20,32360,368,9356
2053-01-21,42805,206,37374
2053-01-22,18453,237,35839
2053-01-23,27703,525,33899
2053-01-24,13640,211,9351
2053-01-25,34263,178,15464
2053-01-26,37849,353,3706
2053-01-27,44046,138,18660
2053-01-28,21078,211,21312
2053-01-29,28383,85,5798
2053-01-30,20536,276,28753
2053-01-31,12410,200,32722
2053-02-01,20926,96,24455
2053-02-02,39248,280,6311
2053-02-03,36159,588,32362
2053-02-04,47039,214,29761
2053-02-05,41366,115,15917
2053-02-06,45761,129,20955
2053-02-07,34090,189,33311
2053-02-08,25567,449,21821
2053-02-09,48663,179,26915
2053-02-10,20367,495,36368
2053-02-11,45412,78,12170
2053-02-12,49716,251,11706
2053-02-13,40367,286,20193
2053-02-14,10813,388,38253
2053-02-15,41621,448,10398
2053-02-16,39269,488,20830
2053-02-17,46190,338,19852
2053-02-18,45318,301,20013
2053-02-19,42018,149,22766
2053-02-20,44759,471,9538
2053-02-21,21498,67,35881
2053-02-22,30989,520,24867
2053-02-23,42174,56,15534
2053-02-24,30568,468,21000
2053-02-25,6041,429,39085
2053-02-26,44695,557,26735
2053-02-27,35099,163,26964
2053-02-28,29364,560,8733
2053-03-01,45639,518,30246
2053-03-02,44143,142,24197
2053-03-03,28482,541,16065
2053-03-04,8676,151,38305
2053-03-05,26781,542,22558
2053-03-06,35048,585,21606
2053-03-07,8065,534,3051
2053-03-08,7036,528,21728
2053-03-09,40814,216,17299
2053-03-10,21924,189,29798
2053-03-11,37844,143,24448
2053-03-12,21407,230,25870
2053-03-13,26518,53,25214
2053-03-14,22059,438,7266
2053-03-15,28052,321,14300
2053-03-16,9267,181,4658
2053-03-17,10988,561,26752
2053-03-18,32974,101,31133
2053-03-19,29036,339,15742
2053-03-20,13680,495,19059
2053-03-21,6485,286,16720
2053-03-22,19713,540,30629
2053-03-23,25043,329,13994
2053-03-24,7419,93,25005
2053-03-25,41263,408,23394
2053-03-26,22140,575,3635
2053-03-27,48484,511,14206
2053-03-28,17961,150,25805
2053-03-29,48075,510,28632
2053-03-30,11487,317,14660
2053-03-31,36110,411,29877
2053-04-01,47432,457,11759
2053-04-02,21360,86,34672
2053-04-03,41843,517,27091
2053-04-04,29882,308,34335
2053-04-05,22502,558,10009
2053-04-06,12631,358,5143
2053-04-07,8017,322,32014
2053-04-08,25725,159,20858
2053-04-09,29762,309,26632
2053-04-10,5784,317,23486
2053-04-11,33020,81,3329
2053-04-12,43459,226,15370
2053-04-13,20765,153,16847
2053-04-14,36127,285,34624
2053-04-15,8196,142,7622
2053-04-16,14552,250,27405
2053-04-17,46300,84,28337
2053-04-18,36921,166,4680
2053-04-19,9746,507,30832
2053-04-20,7999,520,9866
2053-04-21,49070,448,28479
2053-04-22,20595,166,20509
2053-04-23,27063,411,7188
2053-04-24,11200,253,38617
2053-04-25,43164,195,30787
2053-04-26,28377,493,6366
2053-04-27,18410,346,16061
2053-04-28,8598,536,18952
2053-04-29,15564,280,21975
2053-04-30,35898,252,7283
2053-05-01,25598,411,23645
2053-05-02,45404,444,14740
2053-05-03,22862,297,36012
2053-05-04,15265,489,8128
2053-05-05,14705,445,12371
2053-05-06,30544,405,24309
2053-05-07,19298,450,30111
2053-05-08,37670,290,11628
2053-05-09,47471,390,13462
2053-05-10,45934,278,25718
2053-05-11,11050,592,34295
2053-05-12,48952,588,31844
2053-05-13,26034,578,29314
2053-05-14,13484,316,10668
2053-05-15,36323,178,4954
2053-05-16,25796,269,17412
2053-05-17,34069,131,11806
2053-05-18,26827,69,21015
2053-05-19,40361,376,24420
2053-05-20,15315,86,15363
2053-05-21,31519,431,13066
2053-05-22,14107,88,9874
2053-05-23,8869,158,34081
2053-05-24,20447,478,20253
2053-05-25,32370,113,14662
2053-05-26,12971,224,17125
2053-05-27,36269,81,22503
2053-05-28,30651,580,18698
2053-05-29,40757,155,18271
2053-05-30,28446,531,3376
2053-05-31,43108,255,33080
2053-06-01,14643,296,21325
2053-06-02,8823,138,18285
2053-06-03,18454,365,3204
2053-06-04,8932,60,28320
2053-06-05,15220,98,14328
2053-06-06,13554,220,10054
2053-06-07,7429,192,29125
2053-06-08,33208,256,23804
2053-06-09,12444,512,21809
2053-06-10,15510,558,30440
2053-06-11,49045,250,23357
2053-06-12,15537,54,20054
2053-06-13,12147,260,6065
2053-06-14,45399,78,37495
2053-06-15,8598,239,8976
2053-06-16,42097,237,34154
2053-06-17,11718,199,23410
2053-06-18,47691,574,18737
2053-06-19,18782,415,39582
2053-06-20,5051,206,4703
2053-06-21,21702,129,10621
2053-06-22,15184,322,16544
2053-06-23,17468,567,10430
2053-06-24,27072,281,35821
2053-06-25,20479,209,15291
2053-06-26,33467,393,36601
2053-06-27,28402,338,8794
2053-06-28,12210,254,35749
2053-06-29,41724,354,34180
2053-06-30,11057,409,12353
2053-07-01,35916,449,22906
2053-07-02,32268,498,25244
2053-07-03,48978,155,21410
2053-07-04,28259,131,12829
2053-07-05,18864,391,39316
2053-07-06,39293,470,16046
2053-07-07,12043,98,25748
2053-07-08,46473,255,4183
2053-07-09,43893,267,13411
2053-07-10,45642,485,36856
2053-07-11,17529,371,36960
2053-07-12,35868,280,34478
2053-07-13,31309,536,8387
2053-07-14,28284,478,36099
2053-07-15,40268,333,15280
2053-07-16,8464,535,5275
2053-07-17,23643,325,9385
2053-07-18,34265,482,10648
2053-07-19,20954,234,36270
2053-07-20,28880,265,6569
2053-07-21,24043,146,28910
2053-07-22,5255,168,24031
2053-07-23,6502,414,7216
2053-07-24,9656,452,8891
2053-07-25,15302,446,34600
2053-07-26,10430,507,19315
2053-07-27,46366,367,27598
2053-07-28,32425,431,27232
2053-07-29,6860,191,29425
2053-07-30,11158,506,13355
2053-07-31,10806,550,3479
2053-08-01,25738,372,21738
2053-08-02,22106,317,17566
2053-08-03,14474,536,38101
2053-08-04,21997,209,26958
2053-08-05,37599,63,24655
2053-08-06,10790,204,24828
2053-08-07,15170,150,30962
2053-08-08,14004,92,14044
2053-08-09,47746,242,5209
2053-08-10,30792,360,12584
2053-08-11,35216,514,14448
2053-08-12,12232,212,4959
2053-08-13,17674,400,3275
2053-08-14,21052,283,24008
2053-08-15,10913,452,29035
2053-08-16,32913,400,37609
2053-08-17,15567,216,15251
2053-08-18,43379,197,23529
2053-08-19,14432,77,18631
2053-08-20,5319,308,16546
2053-08-21,29469,491,33524
2053-08-22,31490,576,8675
2053-08-23,25584,260,14569
2053-08-24,9791,592,37708
2053-08-25,36736,494,31590
2053-08-26,5329,502,14989
2053-08-27,13851,453,36727
2053-08-28,49078,115,34937
2053-08-29,28126,454,38331
2053-08-30,26300,484,36231
2053-08-31,15164,277,13128
2053-09-01,29509,525,27055
2053-09-02,10703,517,31707
2053-09-03,32109,150,31646
2053-09-04,48417,472,36686
2053-09-05,27554,405,33584
2053-09-06,32676,188,34368
2053-09-07,28804,180,4613
2053-09-08,41923,598,12014
2053-09-09,34802,517,5120
2053-09-10,29795,529,6391
2053-09-11,7611,160,13158
2053-09-12,27075,202,34988
2053-09-13,21479,291,37649
2053-09-14,14180,328,26746
2053-09-15,14304,412,16045
2053-09-16,19610,457,6843
2053-09-17,13437,224,9129
2053-09-18,48118,184,6210
2053-09-19,17521,555,29162
2053-09-20,29028,343,12969
2053-09-21,44328,544,38299
2053-09-22,32301,468,13626
2053-09-23,43015,255,31493
2053-09-24,26740,367,23937
2053-09-25,41845,122,21663
2053-09-26,26282,308,34258
2053-09-27,15858,407,12559
2053-09-28,49159,197,10305
2053-09-29,48714,274,28973
2053-09-30,20186,154,24940
2053-10-01,39185,405,35922
2053-10-02,36194,587,16657
2053-10-03,30230,310,20498
2053-10-04,32018,119,3699
2053-10-05,29665,496,10565
2053-10-06,46722,496,10109
2053-10-07,45159,306,11787
2053-10-08,49132,580,28115
2053-10-09,48139,168,18638
2053-10-10,26516,115,3011
2053-10-11,40272,294,13135
2053-10-12,29673,106,23843
2053-10-13,10239,93,3661
2053-10-14,31415,573,10381
2053-10-15,42888,473,24958
2053-10-16,32195,585,12614
2053-10-17,44161,444,8871
2053-10-18,34323,499,3579
2053-10-19,39964,306,27837
2053-10-20,41234,410,39993
2053-10-21,35763,429,16470
2053-10-22,39674,492,16079
2053-10-23,23105,583,18650
2053-10-24,49651,523,25318
2053-10-25,34739,206,16854
2053-10-26,36969,138,5136
2053-10-27,19497,251,8063
2053-10-28,6816,511,28081
2053-10-29,31483,530,26681
2053-10-30,48481,503,19590
2053-10-31,27159,519,38898
2053-11-01,8849,429,18455
2053-11-02,26612,450,21238
2053-11-03,44617,128,21044
2053-11-04,38826,435,30157
2053-11-05,49498,392,18712
2053-11-06,23706,494,7979
2053-11-07,29563,101,11476
2053-11-08,9359,300,36486
2053-11-09,35669,378,19641
2053-11-10,17809,543,33711
2053-11-11,43428,399,21981
2053-11-12,34454,508,30870
2053-11-13,12254,547,26182
2053-11-14,29785,174,38781
2053-11-15,7093,253,24001
2053-11-16,49498,70,17065
2053-11-17,45985,411,32672
2053-11-18,37009,410,3887
2053-11-19,21558,165,26665
2053-11-20,22718,104,3744
2053-11-21,21705,341,26620
2053-11-22,27082,100,22820
2053-11-23,17342,303,24547
2053-11-24,17239,541,4704
2053-11-25,37274,274,7064
2053-11-26,16419,518,13718
2053-11-27,47832,152,7214
2053-11-28,20003,97,28061
2053-11-29,35866,391,14502
2053-11-30,26988,282,35137
2053-12-01,48027,277,13007
2053-12-02,29908,571,31205
2053-12-03,10674,62,34864
2053-12-04,10002,548,30947
2053-12-05,32567,494,7963
2053-12-06,5910,389,25680
2053-12-07,34072,373,27486
2053-12-08,38717,206,34438
2053-12-09,26809,480,24246
2053-12-10,31651,456,6341
2053-12-11,49291,207,10747
2053-12-12,48989,234,11448
2053-12-13,21484,540,13940
2053-12-14,9646,585,38330
2053-12-15,44713,406,18596
2053-12-16,7400,411,33627
2053-12-17,49331,273,21051
2053-12-18,27185,253,25698
2053-12-19,23727,57,9413
2053-12-20,38120,521,22032
2053-12-21,6018,221,8734
2053-12-22,22563,145,33786
2053-12-23,10193,355,20963
2053-12-24,20701,307,26999
2053-12-25,8536,523,19518
2053-12-26,49610,349,31407
2053-12-27,23886,514,32501
2053-12-28,41587,377,39888
2053-12-29,34410,159,38280
2053-12-30,38744,178,32045
2053-12-31,43665,186,29819
2054-01-01,20957,588,26231
2054-01-02,37875,213,27432
2054-01-03,6626,398,29745
2054-01-04,30279,512,32443
2054-01-05,11229,553,37000
2054-01-06,11877,200,33296
2054-01-07,38642,295,29485
2054-01-08,43311,159,8653
2054-01-09,37356,324,7089
2054-01-10,8809,116,28194
2054-01-11,48371,99,29485
2054-01-12,39875,564,17747
2054-01-13,49513,275,30980
2054-01-14,14465,555,30011
2054-01-15,5559,204,29086
2054-01-16,13308,529,26933
2054-01-17,26353,160,7962
2054-01-18,20250,532,3857
2054-01-19,40814,323,31305
2054-01-20,21427,204,19403
2054-01-21,38276,216,5420
2054-01-22,11107,68,14218
2054-01-23,18476,394,19450
2054-01-24,8439,343,33134
2054-01-25,25312,511,6133
2054-01-26,26795,387,36553
2054-01-27,18136,501,19135
2054-01-28,19167,393,6690
2054-01-29,22300,134,37315
2054-01-30,22182,438,19742
2054-01-31,9971,276,4562
2054-02-01,31909,335,7386
2054-02-02,24659,333,21561
2054-02-03,36403,158,36246
2054-02-04,38586,184,20031
2054-02-05,15360,340,3263
2054-02-06,26424,557,26486
2054-02-07,37499,78,39510
2054-02-08,49695,443,9646
2054-02-09,8065,76,34903
2054-02-10,8259,516,14148
2054-02-11,17300,62,29137
2054-02-12,38370,494,29012
2054-02-13,9295,273,18223
2054-02-14,32209,512,21389
2054-02-15,47751,70,17353
2054-02-16,41295,436,28483
2054-02-17,25927,375,35897
2054-02-18,39579,516,23102
2054-02-19,49871,571,20198
2054-02-20,14032,274,31538
2054-02-21,32718,524,8849
2054-02-22,17877,507,30957
2054-02-23,45731,262,3014
2054-02-24,31666,530,16807
2054-02-25,46684,229,13229
2054-02-26,11766,587,6488
2054-02-27,27829,576,28282
2054-02-28,25221,71,36470
2054-03-01,30102,394,9575
2054-03-02,39433,70,17272
2054-03-03,20932,457,25544
2054-03-04,30714,536,17368
2054-03-05,44743,577,8499
2054-03-06,7552,465,21939
2054-03-07,19274,321,32317
2054-03-08,34250,254,14178
2054-03-09,7808,347,6939
2054-03-10,48858,157,33601
2054-03-11,20295,201,28060
2054-03-12,19669,62,18706
2054-03-13,15523,128,6674
2054-03-14,18769,218,30287
2054-03-15,49645,298,37421
2054-03-16,30207,170,12154
2054-03-17,40224,436,26065
2054-03-18,30557,488,29406
2054-03-19,43191,321,15034
2054-03-20,19246,349,32477
2054-03-21,17846,522,32737
2054-03-22,42085,207,3815
2054-03-23,18470,276,33296
2054-03-24,18176,470,19938
2054-03-25,46881,73,38560
2054-03-26,18546,587,25249
2054-03-27,11805,589,32496
2054-03-28,21788,177,16460
2054-03-29,34348,143,15254
2054-03-30,13080,470,14957
2054-03-31,40886,321,10852
2054-04-01,28764,533,4264
2054-04-02,11630,54,26203
2054-04-03,38333,206,13364
2054-04-04,20701,101,21688
2054-04-05,19859,292,30739
2054-04-06,26183,469,39726
2054-04-07,45438,474,18566
2054-04-08,36749,129,31959
2054-04-09,36887,403,28814
2054-04-10,47244,342,19057
2054-04-11,13776,165,17973
2054-04-12,20021,578,21201
2054-04-13,9327,529,27132
2054-04-14,12614,337,32317
2054-04-15,6245,526,22195
2054-04-16,46011,74,26738
2054-04-17,15355,480,22938
2054-04-18,38305,327,5418
2054-04-19,34714,366,5988
2054-04-20,22198,407,36622
2054-04-21,6415,325,38618
2054-04-22,48798,393,6379
2054-04-23,6652,480,33765
2054-04-24,48625,488,3193
2054-04-25,25446,511,29153
2054-04-26,23740,319,32004
2054-04-27,8810,480,28322
2054-04-28,21569,70,14279
2054-04-29,39319,192,25016
2054-04-30,18584,402,18079
2054-05-01,31783,514,27725
2054-05-02,38529,517,10983
2054-05-03,17511,562,25137
2054-05-04,14471,513,15057
2054-05-05,11163,443,24281
2054-05-06,21065,107,24716
2054-05-07,49654,175,9534
2054-05-08,22920,510,29965
2054-05-09,43969,101,20057
2054-05-10,24154,318,39469
2054-05-11,45167,145,20744
2054-05-12,25229,322,14258
2054-05-13,31997,372,14809
2054-05-14,26101,182,6067
2054-05-15,45391,138,29738
2054-05-16,15327,54,37212
2054-05-17,12187,406,15217
2054-05-18,34685,392,24871
2054-05-19,39948,253,8179
2054-05-20,39728,520,6353
2054-05-21,42921,513,26165
2054-05-22,12035,546,25444
2054-05-23,16471,112,8919
2054-05-24,33460,288,18556
2054-05-25,26071,589,16011
2054-05-26,5582,247,21154
2054-05-27,31189,79,25294
2054-05-28,20531,258,15736
2054-05-29,21672,112,19578
2054-05-30,45747,106,16996
2054-05-31,25243,482,28150
2054-06-01,8060,357,30205
2054-06-02,18731,515,25298
2054-06-03,17294,156,33556
2054-06-04,25719,350,27964
2054-06-05,31325,95,16746
2054-06-06,27597,126,37520
2054-06-07,6903,218,36428
2054-06-08,19551,178,24999
2054-06-09,32751,317,38600
2054-06-10,29278,468,33361
2054-06-11,30653,210,11488
2054-06-12,20141,107,26354
2054-06-13,7377,433,19714
2054-06-14,38615,559,9777
2054-06-15,32452,479,15041
2054-06-16,27725,389,16142
2054-06-17,14524,75,28860
2054-06-18,16698,421,12270
2054-06-19,48339,85,6866
2054-06-20,26175,580,16029
2054-06-21,17314,316,37353
2054-06-22,49197,481,5940
2054-06-23,7365,68,17105
2054-06-24,37017,388,32062
2054-06-25,37126,189,32044
2054-06-26,48372,116,25789
2054-06-27,49134,579,16218
2054-06-28,42823,418,20886
2054-06-29,10622,310,20129
2054-06-30,35540,252,38380
2054-07-01,45551,459,4508
2054-07-02,6949,129,4770
2054-07-03,47800,162,14971
2054-07-04,36912,186,37729
2054-07-05,37161,238,12787
2054-07-06,49387,326,6658
2054-07-07,21508,152,26361
2054-07-08,48713,156,25993
2054-07-09,6919,222,3465
2054-07-10,47595,380,21453
2054-07-11,14617,240,28808
2054-07-12,14732,274,16874
2054-07-13,38298,372,25947
2054-07-14,45617,557,22432
2054-07-15,11929,597,7042
2054-07-16,42117,183,23523
2054-07-17,19456,86,7202
2054-07-18,49063,142,10773
2054-07-19,26140,124,20671
2054-07-20,23185,232,11301
2054-07-21,42924,508,32421
2054-07-22,29240,458,17574
2054-07-23,26845,256,35629
2054-07-24,14228,294,31999
2054-07-25,26686,382,36629
2054-07-26,16920,574,33108
2054-07-27,12432,343,11652
2054-07-28,49971,322,20488
2054-07-29,11189,428,20127
2054-07-30,33039,75,21794
2054-07-31,38910,593,31368
2054-08-01,35226,140,7993
2054-08-02,12614,525,11634
2054-08-03,26224,237,4833
2054-08-04,23013,244,36653
2054-08-05,26446,583,18319
2054-08-06,44673,134,6604
2054-08-07,42657,126,8357
2054-08-08,9839,379,19257
2054-08-09,41725,432,31932
2054-08-10,35203,482,22605
2054-08-11,5557,426,4596
2054-08-12,35666,390,33733
2054-08-13,42389,226,12757
2054-08-14,38607,475,12142
2054-08-15,29578,473,14106
2054-08-16,14243,223,21876
2054-08-17,14596,455,28917
2054-08-18,11998,131,34518
2054-08-19,15129,70,7333
2054-08-20,5510,447,36306
2054-08-21,16596,379,38624
2054-08-22,17974,274,31301
2054-08-23,6137,451,18657
2054-08-24,32897,487,12926
2054-08-25,9666,321,31967
2054-08-26,13906,329,3013
2054-08-27,26818,272,7707
2054-08-28,48246,558,27766
2054-08-29,7654,391,8993
2054-08-30,38758,91,35164
2054-08-31,29204,225,33825
2054-09-01,39928,294,35137
2054-09-02,35552,302,7102
2054-09-03,15336,323,4104
2054-09-04,21206,383,38580
2054-09-05,39831,60,28956
2054-09-06,48563,201,34651
2054-09-07,23361,238,20185
2054-09-08,46335,260,9428
2054-09-09,13933,146,18641
2054-09-10,30816,388,13313
2054-09-11,20619,96,7140
2054-09-12,42687,106,20936
2054-09-13,31943,124,5792
2054-09-14,31819,303,5723
2054-09-15,16741,219,24960
2054-09-16,13798,195,5022
2054-09-17,30143,82,39956
2054-09-18,37747,564,34041
2054-09-19,38651,306,30089
2054-09-20,26182,175,3603
2054-09-21,14415,162,10028
2054-09-22,16085,391,10150
2054-09-23,20008,97,27902
2054-09-24,27102,413,25346
2054-09-25,23452,447,18942
2054-09-26,13120,244,5775
2054-09-27,12820,370,33518
2054-09-28,49669,187,6639
2054-09-29,23170,404,28166
2054-09-30,21259,119,3850
2054-10-01,27099,532,10800
2054-10-02,14649,108,9575
2054-10-03,35255,438,31999
2054-10-04,46037,400,22292
2054-10-05,16805,388,33249
2054-10-06,48147,485,24577
2054-10-07,13744,499,20928
2054-10-08,46241,426,33238
2054-10-09,37305,440,35001
2054-10-10,30857,530,21199
2054-10-11,15679,163,38044
2054-10-12,34829,221,4450
2054-10-13,15985,67,35453
2054-10-14,33287,284,29623
2054-10-15,17391,359,32415
2054-10-16,9861,330,39312
2054-10-17,39364,245,8848
2054-10-18,21863,164,27749
2054-10-19,36499,446,12290
2054-10-20,32794,467,20506
2054-10-21,47923,333,13752
2054-10-22,12919,377,29618
2054-10-23,48102,390,10284
2054-10-24,25282,270,24736
2054-10-25,39840,58,21560
